mutant_id,source_id,relation_family,operator,site,seed,fixed_subject,mutant_subject,effect_tvd,expected_detected,source_path,fixed_path
pm_rot_03,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=0.700,20240822,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""03"", ""theta"": 0.7}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""03"", ""theta"": 0.7}}",0.85791016,true,,
pm_rot_04,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=0.810,20240823,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""04"", ""theta"": 0.81}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""04"", ""theta"": 0.81}}",0.79553223,true,,
pm_rot_05,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=0.920,20240824,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""05"", ""theta"": 0.92}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""05"", ""theta"": 0.92}}",0.73950195,true,,
pm_rot_06,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=1.030,20240825,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""06"", ""theta"": 1.03}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""06"", ""theta"": 1.03}}",0.68945312,true,,
pm_rot_07,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=1.140,20240826,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""07"", ""theta"": 1.1400000000000001}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""07"", ""theta"": 1.1400000000000001}}",0.63330078,true,,
pm_rot_08,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=1.250,20240827,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""08"", ""theta"": 1.25}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""08"", ""theta"": 1.25}}",0.56518555,true,,
pm_rot_09,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=1.360,20240828,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""09"", ""theta"": 1.3599999999999999}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""09"", ""theta"": 1.3599999999999999}}",0.49670410,true,,
pm_rot_10,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=1.470,20240829,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""10"", ""theta"": 1.4700000000000002}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""10"", ""theta"": 1.4700000000000002}}",0.42333984,true,,
pm_rot_11,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=1.580,20240830,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""11"", ""theta"": 1.58}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""11"", ""theta"": 1.58}}",0.34423828,true,,
pm_rot_12,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=1.690,20240831,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""12"", ""theta"": 1.69}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""12"", ""theta"": 1.69}}",0.27148438,true,,
pm_rot_13,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=1.800,20240832,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""13"", ""theta"": 1.7999999999999998}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""13"", ""theta"": 1.7999999999999998}}",0.19555664,true,,
pm_rot_14,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=1.910,20240833,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""14"", ""theta"": 1.9100000000000001}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""14"", ""theta"": 1.9100000000000001}}",0.11816406,true,,
pm_rot_15,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=2.020,20240834,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""15"", ""theta"": 2.02}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""15"", ""theta"": 2.02}}",0.05114746,true,,
pm_rot_16,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=2.130,20240835,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""16"", ""theta"": 2.13}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""16"", ""theta"": 2.13}}",0.02404785,true,,
pm_rot_17,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=2.240,20240836,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""17"", ""theta"": 2.24}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""17"", ""theta"": 2.24}}",0.09265137,true,,
pm_rot_18,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,ry@theta=2.350,20240837,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": false, ""case_id"": ""18"", ""theta"": 2.35}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""ry"", ""buggy"": true, ""case_id"": ""18"", ""theta"": 2.35}}",0.15563965,true,,
pm_rot_19,program_rotation_periodicity,program_parameter_periodicity,builder_scales_rotation_angle,rx@theta=2.460,20240838,"{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": false, ""case_id"": ""19"", ""theta"": 2.46}}","{""kind"": ""rotation_periodicity"", ""kwargs"": {""axis"": ""rx"", ""buggy"": true, ""case_id"": ""19"", ""theta"": 2.46}}",0.21081543,true,,
pm_ancilla_00,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240919,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": false, ""case_id"": ""00"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": true, ""case_id"": ""00"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_01,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240920,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": false, ""case_id"": ""01"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": true, ""case_id"": ""01"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
pm_ancilla_02,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[1, 2];target=0",20240921,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": false, ""case_id"": ""02"", ""controls"": [1, 2], ""target"": 0}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": true, ""case_id"": ""02"", ""controls"": [1, 2], ""target"": 0}}",1.00000000,true,,
pm_ancilla_03,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240922,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""03"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""03"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_04,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240923,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""04"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""04"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
pm_ancilla_05,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240924,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": false, ""case_id"": ""05"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": true, ""case_id"": ""05"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_06,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240925,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": false, ""case_id"": ""06"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": true, ""case_id"": ""06"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
pm_ancilla_07,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[1, 2];target=0",20240926,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": false, ""case_id"": ""07"", ""controls"": [1, 2], ""target"": 0}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": true, ""case_id"": ""07"", ""controls"": [1, 2], ""target"": 0}}",1.00000000,true,,
pm_ancilla_08,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240927,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""08"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""08"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_09,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240928,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""09"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""09"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
pm_ancilla_10,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240929,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": false, ""case_id"": ""10"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": true, ""case_id"": ""10"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_11,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240930,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": false, ""case_id"": ""11"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": true, ""case_id"": ""11"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
pm_ancilla_12,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[1, 2];target=0",20240931,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": false, ""case_id"": ""12"", ""controls"": [1, 2], ""target"": 0}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": true, ""case_id"": ""12"", ""controls"": [1, 2], ""target"": 0}}",1.00000000,true,,
pm_ancilla_13,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240932,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""13"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""13"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_14,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240933,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""14"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""14"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
pm_ancilla_15,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240934,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": false, ""case_id"": ""15"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 0], ""buggy"": true, ""case_id"": ""15"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_16,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240935,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": false, ""case_id"": ""16"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 0, 1], ""buggy"": true, ""case_id"": ""16"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
pm_ancilla_17,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[1, 2];target=0",20240936,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": false, ""case_id"": ""17"", ""controls"": [1, 2], ""target"": 0}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [0, 1, 1], ""buggy"": true, ""case_id"": ""17"", ""controls"": [1, 2], ""target"": 0}}",1.00000000,true,,
pm_ancilla_18,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 1];target=2",20240937,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""18"", ""controls"": [0, 1], ""target"": 2}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""18"", ""controls"": [0, 1], ""target"": 2}}",1.00000000,true,,
pm_ancilla_19,program_ancilla_reset,program_ancilla_uncompute,builder_resets_scratch_before_use,"controls=[0, 2];target=1",20240938,"{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": false, ""case_id"": ""19"", ""controls"": [0, 2], ""target"": 1}}","{""kind"": ""ancilla_reset"", ""kwargs"": {""bits"": [1, 1, 1], ""buggy"": true, ""case_id"": ""19"", ""controls"": [0, 2], ""target"": 1}}",1.00000000,true,,
